year,month,day,MJD,UT1_UTC,sigma,DeltaT
1986,7,9,46620,0.0677893,1.78e-05,55.1162107
1986,7,10,46621,0.0672218,1.78e-05,55.1167782
1986,7,11,46622,0.0664338,1.79e-05,55.1175662
1986,7,12,46623,0.0654582,1.79e-05,55.1185418
1986,7,13,46624,0.0643623,1.79e-05,55.1196377
1986,7,14,46625,0.0632329,1.79e-05,55.1207671
1986,7,15,46626,0.0621577,1.8e-05,55.1218423
1986,7,16,46627,0.0612118,1.8e-05,55.1227882
1986,7,17,46628,0.060445,1.8e-05,55.123555
1986,7,18,46629,0.0598668,1.8e-05,55.1241332
1986,7,19,46630,0.0594264,1.79e-05,55.1245736
1986,7,20,46631,0.0590703,1.78e-05,55.1249297
1986,7,21,46632,0.0587435,1.76e-05,55.1252565
1986,7,22,46633,0.0583769,1.75e-05,55.1256231
1986,7,23,46634,0.057896,1.74e-05,55.126104
1986,7,24,46635,0.0572301,1.72e-05,55.1267699
1986,7,25,46636,0.0562699,1.69e-05,55.1277301
1986,7,26,46637,0.0549824,1.65e-05,55.1290176
1986,7,27,46638,0.0536694,1.61e-05,55.1303306
1986,7,28,46639,0.0527531,1.6e-05,55.1312469
1986,7,29,46640,0.0521683,1.59e-05,55.1318317
1986,7,30,46641,0.0517897,1.57e-05,55.1322103
1986,7,31,46642,0.0515494,1.56e-05,55.1324506
1986,8,1,46643,0.0513961,1.54e-05,55.1326039
1986,8,2,46644,0.0513098,1.52e-05,55.1326902
1986,8,3,46645,0.0512789,1.52e-05,55.1327211
1986,8,4,46646,0.0512617,1.53e-05,55.1327383
1986,8,5,46647,0.0511589,1.56e-05,55.1328411
1986,8,6,46648,0.0508401,1.59e-05,55.1331599
1986,8,7,46649,0.0501973,1.62e-05,55.1338027
1986,8,8,46650,0.0491956,1.65e-05,55.1348044
1986,8,9,46651,0.0479153,1.67e-05,55.1360847
1986,8,10,46652,0.0465222,1.69e-05,55.1374778
1986,8,11,46653,0.0452009,1.71e-05,55.1387991
1986,8,12,46654,0.0440913,1.73e-05,55.1399087
1986,8,13,46655,0.0432437,1.75e-05,55.1407563
1986,8,14,46656,0.0425553,1.78e-05,55.1414447
1986,8,15,46657,0.0419206,1.79e-05,55.1420794
1986,8,16,46658,0.0414156,1.79e-05,55.1425844
1986,8,17,46659,0.0411257,1.8e-05,55.1428743
1986,8,18,46660,0.0410133,1.82e-05,55.1429867
1986,8,19,46661,0.0407832,1.86e-05,55.1432168
1986,8,20,46662,0.0400772,1.88e-05,55.1439228
1986,8,21,46663,0.0387692,1.89e-05,55.1452308
1986,8,22,46664,0.0370644,1.87e-05,55.1469356
1986,8,23,46665,0.0354617,1.87e-05,55.1485383
1986,8,24,46666,0.0342366,1.88e-05,55.1497634
1986,8,25,46667,0.033396,1.89e-05,55.150604
1986,8,26,46668,0.0328082,1.9e-05,55.1511918
1986,8,27,46669,0.0323268,1.92e-05,55.1516732
1986,8,28,46670,0.0320398,1.95e-05,55.1519602
1986,8,29,46671,0.0318626,1.99e-05,55.1521374
1986,8,30,46672,0.0316174,2.01e-05,55.1523826
1986,8,31,46673,0.0312533,2.04e-05,55.1527467
1986,9,1,46674,0.0307654,2.07e-05,55.1532346
1986,9,2,46675,0.0301612,2.08e-05,55.1538388
1986,9,3,46676,0.0294253,2.1e-05,55.1545747
1986,9,4,46677,0.0285233,2.12e-05,55.1554767
1986,9,5,46678,0.0274272,2.14e-05,55.1565728
1986,9,6,46679,0.0261396,2.16e-05,55.1578604
1986,9,7,46680,0.0247094,2.16e-05,55.1592906
1986,9,8,46681,0.0232339,2.16e-05,55.1607661
1986,9,9,46682,0.0218326,2.16e-05,55.1621674
1986,9,10,46683,0.0206091,2.16e-05,55.1633909
1986,9,11,46684,0.0196154,2.15e-05,55.1643846
1986,9,12,46685,0.0188275,2.14e-05,55.1651725
1986,9,13,46686,0.0181404,2.12e-05,55.1658596
1986,9,14,46687,0.0174011,2.11e-05,55.1665989
1986,9,15,46688,0.0164617,2.09e-05,55.1675383
1986,9,16,46689,0.0152285,2.08e-05,55.1687715
1986,9,17,46690,0.0136946,2.06e-05,55.1703054
1986,9,18,46691,0.0119683,2.05e-05,55.1720317
1986,9,19,46692,0.0101257,2.07e-05,55.1738743
1986,9,20,46693,0.0082561,2.1e-05,55.1757439
1986,9,21,46694,0.0064828,2.14e-05,55.1775172
1986,9,22,46695,0.0048997,2.16e-05,55.1791003
1986,9,23,46696,0.0035448,2.19e-05,55.1804552
1986,9,24,46697,0.0024012,2.2e-05,55.1815988
1986,9,25,46698,0.0014121,2.23e-05,55.1825879
1986,9,26,46699,0.0004959,2.25e-05,55.1835041
1986,9,27,46700,-0.0004371,2.26e-05,55.1844371
1986,9,28,46701,-0.0014709,2.28e-05,55.1854709
1986,9,29,46702,-0.0026769,2.3e-05,55.1866769
1986,9,30,46703,-0.0041105,2.32e-05,55.1881105
1986,10,1,46704,-0.0058047,2.34e-05,55.1898047
1986,10,2,46705,-0.0077578,2.34e-05,55.1917578
1986,10,3,46706,-0.0099167,2.34e-05,55.1939167
1986,10,4,46707,-0.0121718,2.34e-05,55.1961718
1986,10,5,46708,-0.0143757,2.34e-05,55.1983757
1986,10,6,46709,-0.0163844,2.34e-05,55.2003844
1986,10,7,46710,-0.0181098,2.33e-05,55.2021098
1986,10,8,46711,-0.0195596,2.31e-05,55.2035596
1986,10,9,46712,-0.0208299,2.3e-05,55.2048299
1986,10,10,46713,-0.0220613,2.28e-05,55.2060613
1986,10,11,46714,-0.0233843,2.27e-05,55.2073843
1986,10,12,46715,-0.0248714,2.25e-05,55.2088714
1986,10,13,46716,-0.0265085,2.23e-05,55.2105085
1986,10,14,46717,-0.028241,2.22e-05,55.212241
1986,10,15,46718,-0.0300254,2.2e-05,55.2140254
1986,10,16,46719,-0.0318455,2.19e-05,55.2158455
1986,10,17,46720,-0.0337273,2.17e-05,55.2177273
1986,10,18,46721,-0.0360391,2.16e-05,55.2200391
1986,10,19,46722,-0.0383223,2.17e-05,55.2223223
1986,10,20,46723,-0.0394032,2.16e-05,55.2234032
1986,10,21,46724,-0.0405938,2.14e-05,55.2245938
1986,10,22,46725,-0.0417534,2.1e-05,55.2257534
1986,10,23,46726,-0.0428118,2.07e-05,55.2268118
1986,10,24,46727,-0.044152,2.02e-05,55.228152
1986,10,25,46728,-0.0454402,1.97e-05,55.2294402
1986,10,26,46729,-0.046721,1.92e-05,55.230721
1986,10,27,46730,-0.0482757,1.87e-05,55.2322757
1986,10,28,46731,-0.0495627,1.81e-05,55.2335627
1986,10,29,46732,-0.0506991,1.74e-05,55.2346991
1986,10,30,46733,-0.0524676,1.69e-05,55.2364676
1986,10,31,46734,-0.0551862,1.63e-05,55.2391862
1986,11,1,46735,-0.0575528,1.57e-05,55.2415528
1986,11,2,46736,-0.0594428,1.53e-05,55.2434428
1986,11,3,46737,-0.0611888,1.5e-05,55.2451888
1986,11,4,46738,-0.0627098,1.47e-05,55.2467098
1986,11,5,46739,-0.0638929,1.43e-05,55.2478929
1986,11,6,46740,-0.0648446,1.39e-05,55.2488446
1986,11,7,46741,-0.065809,1.38e-05,55.249809
1986,11,8,46742,-0.0669128,1.4e-05,55.2509128
1986,11,9,46743,-0.0681279,1.42e-05,55.2521279
1986,11,10,46744,-0.0694882,1.45e-05,55.2534882
1986,11,11,46745,-0.0710464,1.47e-05,55.2550464
1986,11,12,46746,-0.0727924,1.48e-05,55.2567924
1986,11,13,46747,-0.0746568,1.5e-05,55.2586568
1986,11,14,46748,-0.0765311,1.52e-05,55.2605311
1986,11,15,46749,-0.0782905,1.55e-05,55.2622905
1986,11,16,46750,-0.0798324,1.57e-05,55.2638324
1986,11,17,46751,-0.0811128,1.58e-05,55.2651128
1986,11,18,46752,-0.0821556,1.6e-05,55.2661556
1986,11,19,46753,-0.083036,1.62e-05,55.267036
1986,11,20,46754,-0.0838517,1.64e-05,55.2678517
1986,11,21,46755,-0.0846937,1.65e-05,55.2686937
1986,11,22,46756,-0.0856263,1.66e-05,55.2696263
1986,11,23,46757,-0.08669,1.67e-05,55.27069
1986,11,24,46758,-0.0879142,1.68e-05,55.2719142
1986,11,25,46759,-0.089327,1.69e-05,55.273327
1986,11,26,46760,-0.0909486,1.71e-05,55.2749486
1986,11,27,46761,-0.0927649,1.75e-05,55.2767649
1986,11,28,46762,-0.0947013,1.79e-05,55.2787013
1986,11,29,46763,-0.0966212,1.83e-05,55.2806212
1986,11,30,46764,-0.0983624,1.88e-05,55.2823624
1986,12,1,46765,-0.0998045,1.92e-05,55.2838045
1986,12,2,46766,-0.1009317,1.96e-05,55.2849317
1986,12,3,46767,-0.101844,2e-05,55.285844
1986,12,4,46768,-0.10271,2.04e-05,55.28671
1986,12,5,46769,-0.1036945,2.09e-05,55.2876945
1986,12,6,46770,-0.1048953,2.13e-05,55.2888953
1986,12,7,46771,-0.1063038,2.17e-05,55.2903038
1986,12,8,46772,-0.1078583,2.22e-05,55.2918583
1986,12,9,46773,-0.1094963,2.26e-05,55.2934963
1986,12,10,46774,-0.111216,2.31e-05,55.295216
1986,12,11,46775,-0.1133781,2.37e-05,55.2973781
1986,12,12,46776,-0.1152252,2.41e-05,55.2992252
1986,12,13,46777,-0.1163097,2.44e-05,55.3003097
1986,12,14,46778,-0.1169557,2.47e-05,55.3009557
1986,12,15,46779,-0.1175734,2.48e-05,55.3015734
1986,12,16,46780,-0.1181673,2.46e-05,55.3021673
1986,12,17,46781,-0.1187229,2.44e-05,55.3027229
1986,12,18,46782,-0.1193083,2.42e-05,55.3033083
1986,12,19,46783,-0.1199916,2.39e-05,55.3039916
1986,12,20,46784,-0.1208479,2.37e-05,55.3048479
1986,12,21,46785,-0.121943,2.35e-05,55.305943
1986,12,22,46786,-0.1233,2.34e-05,55.3073
1986,12,23,46787,-0.124893,2.32e-05,55.308893
1986,12,24,46788,-0.1266578,2.29e-05,55.3106578
1986,12,25,46789,-0.1285078,2.25e-05,55.3125078
1986,12,26,46790,-0.1303479,2.2e-05,55.3143479
1986,12,27,46791,-0.1320855,2.17e-05,55.3160855
1986,12,28,46792,-0.1336463,2.13e-05,55.3176463
1986,12,29,46793,-0.1349949,2.09e-05,55.3189949
1986,12,30,46794,-0.1361542,2.05e-05,55.3201542
1986,12,31,46795,-0.1372083,1.99e-05,55.3212083
1987,1,1,46796,-0.1382708,2e-05,55.3222708
1987,1,2,46797,-0.1394883,1.94e-05,55.3234883
1987,1,3,46798,-0.1409205,1.88e-05,55.3249205
1987,1,4,46799,-0.1425665,1.83e-05,55.3265665
1987,1,5,46800,-0.1443657,1.78e-05,55.3283657
1987,1,6,46801,-0.1462178,1.73e-05,55.3302178
1987,1,7,46802,-0.1480102,1.68e-05,55.3320102
1987,1,8,46803,-0.1496399,1.65e-05,55.3336399
1987,1,9,46804,-0.1510303,1.61e-05,55.3350303
1987,1,10,46805,-0.1521481,1.57e-05,55.3361481
1987,1,11,46806,-0.1530193,1.53e-05,55.3370193
1987,1,12,46807,-0.1537186,1.49e-05,55.3377186
1987,1,13,46808,-0.1543407,1.46e-05,55.3383407
1987,1,14,46809,-0.1549727,1.43e-05,55.3389727
1987,1,15,46810,-0.1556718,1.4e-05,55.3396718
1987,1,16,46811,-0.1564149,1.41e-05,55.3404149
1987,1,17,46812,-0.1572616,1.43e-05,55.3412616
1987,1,18,46813,-0.158352,1.45e-05,55.342352
1987,1,19,46814,-0.1597797,1.48e-05,55.3437797
1987,1,20,46815,-0.1615118,1.5e-05,55.3455118
1987,1,21,46816,-0.163173,1.51e-05,55.347173
1987,1,22,46817,-0.1647918,1.54e-05,55.3487918
1987,1,23,46818,-0.1664043,1.57e-05,55.3504043
1987,1,24,46819,-0.1678465,1.61e-05,55.3518465
1987,1,25,46820,-0.1689966,1.63e-05,55.3529966
1987,1,26,46821,-0.1698909,1.66e-05,55.3538909
1987,1,27,46822,-0.1706828,1.68e-05,55.3546828
1987,1,28,46823,-0.1715507,1.7e-05,55.3555507
1987,1,29,46824,-0.1726317,1.72e-05,55.3566317
1987,1,30,46825,-0.1739508,1.73e-05,55.3579508
1987,1,31,46826,-0.1751497,1.74e-05,55.3591497
1987,2,1,46827,-0.1765007,1.76e-05,55.3605007
1987,2,2,46828,-0.1785824,1.76e-05,55.3625824
1987,2,3,46829,-0.1809793,1.75e-05,55.3649793
1987,2,4,46830,-0.1829475,1.74e-05,55.3669475
1987,2,5,46831,-0.1846522,1.74e-05,55.3686522
1987,2,6,46832,-0.1858744,1.74e-05,55.3698744
1987,2,7,46833,-0.1868336,1.75e-05,55.3708336
1987,2,8,46834,-0.188143,1.74e-05,55.372143
1987,2,9,46835,-0.1892017,1.73e-05,55.3732017
1987,2,10,46836,-0.1905436,1.74e-05,55.3745436
1987,2,11,46837,-0.1917561,1.74e-05,55.3757561
1987,2,12,46838,-0.1925814,1.73e-05,55.3765814
1987,2,13,46839,-0.1934678,1.73e-05,55.3774678
1987,2,14,46840,-0.1948405,1.73e-05,55.3788405
1987,2,15,46841,-0.1965549,1.73e-05,55.3805549
1987,2,16,46842,-0.1984224,1.73e-05,55.3824224
1987,2,17,46843,-0.2003923,1.73e-05,55.3843923
1987,2,18,46844,-0.2024144,1.73e-05,55.3864144
1987,2,19,46845,-0.2044296,1.72e-05,55.3884296
1987,2,20,46846,-0.2062961,1.69e-05,55.3902961
1987,2,21,46847,-0.207927,1.67e-05,55.391927
1987,2,22,46848,-0.2093405,1.64e-05,55.3933405
1987,2,23,46849,-0.2106298,1.62e-05,55.3946298
1987,2,24,46850,-0.2119408,1.58e-05,55.3959408
1987,2,25,46851,-0.2134185,1.56e-05,55.3974185
1987,2,26,46852,-0.2151657,1.56e-05,55.3991657
1987,2,27,46853,-0.2172322,1.59e-05,55.4012322
1987,2,28,46854,-0.2195998,1.62e-05,55.4035998
1987,3,1,46855,-0.2221785,1.64e-05,55.4061785
1987,3,2,46856,-0.2248303,1.66e-05,55.4088303
1987,3,3,46857,-0.2274079,1.68e-05,55.4114079
1987,3,4,46858,-0.2297896,1.7e-05,55.4137896
1987,3,5,46859,-0.231898,1.73e-05,55.415898
1987,3,6,46860,-0.2337048,1.74e-05,55.4177048
1987,3,7,46861,-0.2352256,1.74e-05,55.4192256
1987,3,8,46862,-0.2365128,1.74e-05,55.4205128
1987,3,9,46863,-0.2376475,1.75e-05,55.4216475
1987,3,10,46864,-0.2387307,1.75e-05,55.4227307
1987,3,11,46865,-0.2398725,1.74e-05,55.4238725
1987,3,12,46866,-0.2411839,1.75e-05,55.4251839
1987,3,13,46867,-0.2427292,1.76e-05,55.4267292
1987,3,14,46868,-0.244515,1.77e-05,55.428515
1987,3,15,46869,-0.2465024,1.78e-05,55.4305024
1987,3,16,46870,-0.2486215,1.79e-05,55.4326215
1987,3,17,46871,-0.2507943,1.8e-05,55.4347943
1987,3,18,46872,-0.252942,1.81e-05,55.436942
1987,3,19,46873,-0.2549902,1.82e-05,55.4389902
1987,3,20,46874,-0.2568802,1.83e-05,55.4408802
1987,3,21,46875,-0.2585823,1.83e-05,55.4425823
1987,3,22,46876,-0.2600896,1.83e-05,55.4440896
1987,3,23,46877,-0.2614712,1.83e-05,55.4454712
1987,3,24,46878,-0.262856,1.81e-05,55.446856
1987,3,25,46879,-0.2643803,1.78e-05,55.4483803
1987,3,26,46880,-0.2661433,1.75e-05,55.4501433
1987,3,27,46881,-0.2682067,1.72e-05,55.4522067
1987,3,28,46882,-0.2702114,1.72e-05,55.4542114
1987,3,29,46883,-0.2722374,1.76e-05,55.4562374
1987,3,30,46884,-0.2747873,1.79e-05,55.4587873
1987,3,31,46885,-0.2773694,1.8e-05,55.4613694
1987,4,1,46886,-0.2795286,1.81e-05,55.4635286
1987,4,2,46887,-0.2811453,1.82e-05,55.4651453
1987,4,3,46888,-0.2822819,1.83e-05,55.4662819
1987,4,4,46889,-0.2831503,1.84e-05,55.4671503
1987,4,5,46890,-0.2840099,1.83e-05,55.4680099
1987,4,6,46891,-0.2850356,1.82e-05,55.4690356
1987,4,7,46892,-0.2862909,1.8e-05,55.4702909
1987,4,8,46893,-0.2877573,1.79e-05,55.4717573
1987,4,9,46894,-0.2893781,1.78e-05,55.4733781
1987,4,10,46895,-0.291108,1.76e-05,55.475108
1987,4,11,46896,-0.2929702,1.73e-05,55.4769702
1987,4,12,46897,-0.2949819,1.69e-05,55.4789819
1987,4,13,46898,-0.2970915,1.66e-05,55.4810915
1987,4,14,46899,-0.299201,1.63e-05,55.483201
1987,4,15,46900,-0.3011894,1.59e-05,55.4851894
1987,4,16,46901,-0.3029595,1.59e-05,55.4869595
1987,4,17,46902,-0.3044773,1.62e-05,55.4884773
1987,4,18,46903,-0.3057826,1.65e-05,55.4897826
1987,4,19,46904,-0.3069727,1.67e-05,55.4909727
1987,4,20,46905,-0.3081627,1.68e-05,55.4921627
1987,4,21,46906,-0.3094516,1.7e-05,55.4934516
1987,4,22,46907,-0.3109104,1.71e-05,55.4949104
1987,4,23,46908,-0.3125762,1.74e-05,55.4965762
1987,4,24,46909,-0.3144675,1.77e-05,55.4984675
1987,4,25,46910,-0.3165614,1.81e-05,55.5005614
1987,4,26,46911,-0.3187563,1.84e-05,55.5027563
1987,4,27,46912,-0.3209021,1.88e-05,55.5049021
1987,4,28,46913,-0.3228523,1.91e-05,55.5068523
1987,4,29,46914,-0.3245115,1.95e-05,55.5085115
1987,4,30,46915,-0.3258677,1.97e-05,55.5098677
1987,5,1,46916,-0.3270123,1.96e-05,55.5110123
1987,5,2,46917,-0.3280789,1.96e-05,55.5120789
1987,5,3,46918,-0.3291551,1.97e-05,55.5131551
1987,5,4,46919,-0.3301595,1.99e-05,55.5141595
1987,5,5,46920,-0.3311423,2e-05,55.5151423
1987,5,6,46921,-0.3322878,2.01e-05,55.5162878
1987,5,7,46922,-0.3336314,2.01e-05,55.5176314
1987,5,8,46923,-0.3350336,2.03e-05,55.5190336
1987,5,9,46924,-0.3366512,2.07e-05,55.5206512
1987,5,10,46925,-0.3386778,2.09e-05,55.5226778
1987,5,11,46926,-0.3408308,2.11e-05,55.5248308
1987,5,12,46927,-0.3426618,2.11e-05,55.5266618
1987,5,13,46928,-0.3441022,2.1e-05,55.5281022
1987,5,14,46929,-0.3453378,2.1e-05,55.5293378
1987,5,15,46930,-0.3465893,2.08e-05,55.5305893
1987,5,16,46931,-0.347852,2.06e-05,55.531852
1987,5,17,46932,-0.3489799,2.04e-05,55.5329799
1987,5,18,46933,-0.3498798,2.02e-05,55.5338798
1987,5,19,46934,-0.3506607,1.98e-05,55.5346607
1987,5,20,46935,-0.3520377,1.93e-05,55.5360377
1987,5,21,46936,-0.3540794,1.87e-05,55.5380794
1987,5,22,46937,-0.3562214,1.82e-05,55.5402214
1987,5,23,46938,-0.357937,1.76e-05,55.541937
1987,5,24,46939,-0.359394,1.7e-05,55.543394
1987,5,25,46940,-0.3610444,1.64e-05,55.5450444
1987,5,26,46941,-0.3626894,1.62e-05,55.5466894
1987,5,27,46942,-0.3640717,1.64e-05,55.5480717
1987,5,28,46943,-0.3651754,1.65e-05,55.5491754
1987,5,29,46944,-0.3660493,1.67e-05,55.5500493
1987,5,30,46945,-0.3667997,1.68e-05,55.5507997
1987,5,31,46946,-0.3675434,1.66e-05,55.5515434
1987,6,1,46947,-0.3683591,1.64e-05,55.5523591
1987,6,2,46948,-0.369277,1.63e-05,55.553277
1987,6,3,46949,-0.3702959,1.61e-05,55.5542959
1987,6,4,46950,-0.371408,1.57e-05,55.555408
1987,6,5,46951,-0.3726296,1.54e-05,55.5566296
1987,6,6,46952,-0.3739848,1.51e-05,55.5579848
1987,6,7,46953,-0.3754706,1.47e-05,55.5594706
1987,6,8,46954,-0.3770231,1.42e-05,55.5610231
1987,6,9,46955,-0.3785206,1.38e-05,55.5625206
1987,6,10,46956,-0.3798299,1.34e-05,55.5638299
1987,6,11,46957,-0.3808659,1.3e-05,55.5648659
1987,6,12,46958,-0.3816458,1.27e-05,55.5656458
1987,6,13,46959,-0.3822901,1.23e-05,55.5662901
1987,6,14,46960,-0.3829742,1.19e-05,55.5669742
1987,6,15,46961,-0.383851,1.16e-05,55.567851
1987,6,16,46962,-0.3849936,1.12e-05,55.5689936
1987,6,17,46963,-0.3863764,1.09e-05,55.5703764
1987,6,18,46964,-0.387898,1.06e-05,55.571898
1987,6,19,46965,-0.3894304,1.03e-05,55.5734304
1987,6,20,46966,-0.3908775,1.01e-05,55.5748775
1987,6,21,46967,-0.3921615,1e-05,55.5761615
1987,6,22,46968,-0.3932201,9.8e-06,55.5772201
1987,6,23,46969,-0.3940224,9.7e-06,55.5780224
1987,6,24,46970,-0.394576,9.5e-06,55.578576
1987,6,25,46971,-0.3949495,9.3e-06,55.5789495
1987,6,26,46972,-0.3952095,9.3e-06,55.5792095
1987,6,27,46973,-0.3954141,9.7e-06,55.5794141
1987,6,28,46974,-0.3956317,1.02e-05,55.5796317
1987,6,29,46975,-0.3959437,1.06e-05,55.5799437
1987,6,30,46976,-0.3965144,1.09e-05,55.5805144
1987,7,1,46977,-0.3971599,1.12e-05,55.5811599
1987,7,2,46978,-0.3979562,1.15e-05,55.5819562
1987,7,3,46979,-0.3989859,1.18e-05,55.5829859
1987,7,4,46980,-0.4000993,1.2e-05,55.5840993
1987,7,5,46981,-0.4011865,1.23e-05,55.5851865
1987,7,6,46982,-0.4021694,1.25e-05,55.5861694
1987,7,7,46983,-0.4029824,1.28e-05,55.5869824
1987,7,8,46984,-0.4035886,1.31e-05,55.5875886
1987,7,9,46985,-0.4039955,1.34e-05,55.5879955
1987,7,10,46986,-0.4042327,1.37e-05,55.5882327
1987,7,11,46987,-0.4044327,1.42e-05,55.5884327
1987,7,12,46988,-0.4047957,1.47e-05,55.5887957
1987,7,13,46989,-0.4054649,1.51e-05,55.5894649
1987,7,14,46990,-0.4064329,1.54e-05,55.5904329
1987,7,15,46991,-0.4075921,1.58e-05,55.5915921
1987,7,16,46992,-0.4087953,1.61e-05,55.5927953
1987,7,17,46993,-0.409908,1.64e-05,55.593908
1987,7,18,46994,-0.4108775,1.67e-05,55.5948775
1987,7,19,46995,-0.4116988,1.7e-05,55.5956988
1987,7,20,46996,-0.41225,1.72e-05,55.59625
1987,7,21,46997,-0.4124871,1.74e-05,55.5964871
1987,7,22,46998,-0.4125365,1.76e-05,55.5965365
1987,7,23,46999,-0.4125258,1.77e-05,55.5965258
1987,7,24,47000,-0.4124071,1.79e-05,55.5964071
1987,7,25,47001,-0.4121475,1.82e-05,55.5961475
1987,7,26,47002,-0.4120556,1.87e-05,55.5960556
1987,7,27,47003,-0.4124771,1.91e-05,55.5964771
1987,7,28,47004,-0.4132257,1.95e-05,55.5972257
1987,7,29,47005,-0.4136145,1.99e-05,55.5976145
1987,7,30,47006,-0.41435,2.03e-05,55.59835
1987,7,31,47007,-0.4156136,2.06e-05,55.5996136
1987,8,1,47008,-0.4168002,2.1e-05,55.6008002
1987,8,2,47009,-0.4173237,2.14e-05,55.6013237
1987,8,3,47010,-0.4172465,2.17e-05,55.6012465
1987,8,4,47011,-0.4182144,2.2e-05,55.6022144
1987,8,5,47012,-0.4176682,2.2e-05,55.6016682
1987,8,6,47013,-0.4182615,2.19e-05,55.6022615
1987,8,7,47014,-0.418935,2.17e-05,55.602935
1987,8,8,47015,-0.4193993,2.17e-05,55.6033993
1987,8,9,47016,-0.4200116,2.17e-05,55.6040116
1987,8,10,47017,-0.4207945,2.16e-05,55.6047945
1987,8,11,47018,-0.4218911,2.15e-05,55.6058911
1987,8,12,47019,-0.4232448,2.14e-05,55.6072448
1987,8,13,47020,-0.424571,2.13e-05,55.608571
1987,8,14,47021,-0.4257953,2.12e-05,55.6097953
1987,8,15,47022,-0.4269026,2.12e-05,55.6109026
1987,8,16,47023,-0.4274716,2.09e-05,55.6114716
1987,8,17,47024,-0.4279375,2.04e-05,55.6119375
1987,8,18,47025,-0.4284564,2.01e-05,55.6124564
1987,8,19,47026,-0.428804,1.99e-05,55.612804
1987,8,20,47027,-0.4288241,1.96e-05,55.6128241
1987,8,21,47028,-0.4286455,1.93e-05,55.6126455
1987,8,22,47029,-0.4296966,1.88e-05,55.6136966
1987,8,23,47030,-0.4307409,1.84e-05,55.6147409
1987,8,24,47031,-0.4315552,1.84e-05,55.6155552
1987,8,25,47032,-0.4326893,1.86e-05,55.6166893
1987,8,26,47033,-0.4342127,1.87e-05,55.6182127
1987,8,27,47034,-0.4357918,1.89e-05,55.6197918
1987,8,28,47035,-0.4372572,1.91e-05,55.6212572
1987,8,29,47036,-0.4386518,1.91e-05,55.6226518
1987,8,30,47037,-0.4399736,1.91e-05,55.6239736
1987,8,31,47038,-0.4411666,1.91e-05,55.6251666
1987,9,1,47039,-0.4421788,1.91e-05,55.6261788
1987,9,2,47040,-0.4429934,1.9e-05,55.6269934
1987,9,3,47041,-0.4436699,1.88e-05,55.6276699
1987,9,4,47042,-0.44434,1.86e-05,55.62834
1987,9,5,47043,-0.4451679,1.84e-05,55.6291679
1987,9,6,47044,-0.4462931,1.83e-05,55.6302931
1987,9,7,47045,-0.4477751,1.8e-05,55.6317751
1987,9,8,47046,-0.4495651,1.76e-05,55.6335651
1987,9,9,47047,-0.4515239,1.73e-05,55.6355239
1987,9,10,47048,-0.4534715,1.7e-05,55.6374715
1987,9,11,47049,-0.4552449,1.66e-05,55.6392449
1987,9,12,47050,-0.4567415,1.62e-05,55.6407415
1987,9,13,47051,-0.4579349,1.61e-05,55.6419349
1987,9,14,47052,-0.4588661,1.62e-05,55.6428661
1987,9,15,47053,-0.459619,1.63e-05,55.643619
1987,9,16,47054,-0.4602952,1.64e-05,55.6442952
1987,9,17,47055,-0.4609968,1.65e-05,55.6449968
1987,9,18,47056,-0.4618102,1.64e-05,55.6458102
1987,9,19,47057,-0.4628135,1.63e-05,55.6468135
1987,9,20,47058,-0.4640666,1.63e-05,55.6480666
1987,9,21,47059,-0.4655919,1.63e-05,55.6495919
1987,9,22,47060,-0.4673652,1.64e-05,55.6513652
1987,9,23,47061,-0.4693102,1.65e-05,55.6533102
1987,9,24,47062,-0.471319,1.66e-05,55.655319
1987,9,25,47063,-0.4732806,1.68e-05,55.6572806
1987,9,26,47064,-0.475121,1.71e-05,55.659121
1987,9,27,47065,-0.4767964,1.73e-05,55.6607964
1987,9,28,47066,-0.4782443,1.72e-05,55.6622443
1987,9,29,47067,-0.4794625,1.71e-05,55.6634625
1987,9,30,47068,-0.480533,1.7e-05,55.664533
1987,10,1,47069,-0.4815924,1.68e-05,55.6655924
1987,10,2,47070,-0.4827971,1.69e-05,55.6667971
1987,10,3,47071,-0.4842733,1.7e-05,55.6682733
1987,10,4,47072,-0.4860782,1.71e-05,55.6700782
1987,10,5,47073,-0.4881817,1.72e-05,55.6721817
1987,10,6,47074,-0.490475,1.72e-05,55.674475
1987,10,7,47075,-0.4928051,1.73e-05,55.6768051
1987,10,8,47076,-0.4950259,1.74e-05,55.6790259
1987,10,9,47077,-0.4970346,1.75e-05,55.6810346
1987,10,10,47078,-0.498787,1.76e-05,55.682787
1987,10,11,47079,-0.500292,1.76e-05,55.684292
1987,10,12,47080,-0.5015936,1.75e-05,55.6855936
1987,10,13,47081,-0.5027451,1.75e-05,55.6867451
1987,10,14,47082,-0.5038119,1.73e-05,55.6878119
1987,10,15,47083,-0.5048807,1.72e-05,55.6888807
1987,10,16,47084,-0.5060493,1.71e-05,55.6900493
1987,10,17,47085,-0.5074207,1.7e-05,55.6914207
1987,10,18,47086,-0.5092454,1.68e-05,55.6932454
1987,10,19,47087,-0.5112976,1.66e-05,55.6952976
1987,10,20,47088,-0.5129495,1.63e-05,55.6969495
1987,10,21,47089,-0.5148663,1.6e-05,55.6988663
1987,10,22,47090,-0.5169135,1.55e-05,55.7009135
