year,month,day,MJD,UT1_UTC,sigma,DeltaT
1972,1,1,41317,-0.0454859,0.0019,42.2294859
1972,1,2,41318,-0.0481008,0.0019,42.2321008
1972,1,3,41319,-0.0509077,0.0019,42.2349077
1972,1,4,41320,-0.0538936,0.0019,42.2378936
1972,1,5,41321,-0.0570195,0.0019,42.2410195
1972,1,6,41322,-0.0602134,0.0019,42.2442134
1972,1,7,41323,-0.0634283,0.0019,42.2474283
1972,1,8,41324,-0.0665972,0.0019,42.2505972
1972,1,9,41325,-0.0696791,0.0019,42.2536791
1972,1,10,41326,-0.072646,0.0019,42.256646
1972,1,11,41327,-0.0754839,0.0019,42.2594839
1972,1,12,41328,-0.0782088,0.0019,42.2622088
1972,1,13,41329,-0.0808457,0.0019,42.2648457
1972,1,14,41330,-0.0834756,0.0019,42.2674756
1972,1,15,41331,-0.0861595,0.0019,42.2701595
1972,1,16,41332,-0.0889954,0.0019,42.2729954
1972,1,17,41333,-0.0920563,0.0019,42.2760563
1972,1,18,41334,-0.0953802,0.0019,42.2793802
1972,1,19,41335,-0.0989651,0.0019,42.2829651
1972,1,20,41336,-0.102757,0.0019,42.286757
1972,1,21,41337,-0.1066459,0.0019,42.2906459
1972,1,22,41338,-0.1104778,0.0019,42.2944778
1972,1,23,41339,-0.1141587,0.0019,42.2981587
1972,1,24,41340,-0.1176086,0.0019,42.3016086
1972,1,25,41341,-0.1208075,0.0019,42.3048075
1972,1,26,41342,-0.1238134,0.0019,42.3078134
1972,1,27,41343,-0.1267113,0.0019,42.3107113
1972,1,28,41344,-0.1296192,0.0019,42.3136192
1972,1,29,41345,-0.1326401,0.0019,42.3166401
1972,1,30,41346,-0.135834,0.0019,42.319834
1972,1,31,41347,-0.1392209,0.0019,42.3232209
1972,2,1,41348,-0.1427668,0.0019,42.3267668
1972,2,2,41349,-0.1464147,0.0019,42.3304147
1972,2,3,41350,-0.1501106,0.0019,42.3341106
1972,2,4,41351,-0.1537675,0.0019,42.3377675
1972,2,5,41352,-0.1573194,0.0019,42.3413194
1972,2,6,41353,-0.1607483,0.0019,42.3447483
1972,2,7,41354,-0.1640172,0.0019,42.3480172
1972,2,8,41355,-0.1671311,0.0019,42.3511311
1972,2,9,41356,-0.170122,0.0019,42.354122
1972,2,10,41357,-0.1730219,0.0019,42.3570219
1972,2,11,41358,-0.1759038,0.0019,42.3599038
1972,2,12,41359,-0.1788787,0.0019,42.3628787
1972,2,13,41360,-0.1820136,0.0019,42.3660136
1972,2,14,41361,-0.1853935,0.0019,42.3693935
1972,2,15,41362,-0.1890314,0.0019,42.3730314
1972,2,16,41363,-0.1929123,0.0019,42.3769123
1972,2,17,41364,-0.1969072,0.0019,42.3809072
1972,2,18,41365,-0.2008901,0.0019,42.3848901
1972,2,19,41366,-0.204706,0.0019,42.388706
1972,2,20,41367,-0.2082679,0.0019,42.3922679
1972,2,21,41368,-0.2115408,0.0019,42.3955408
1972,2,22,41369,-0.2145778,0.0019,42.3985778
1972,2,23,41370,-0.2174737,0.0019,42.4014737
1972,2,24,41371,-0.2203586,0.0019,42.4043586
1972,2,25,41372,-0.2233065,0.0019,42.4073065
1972,2,26,41373,-0.2264074,0.0019,42.4104074
1972,2,27,41374,-0.2296923,0.0019,42.4136923
1972,2,28,41375,-0.2331582,0.0019,42.4171582
1972,2,29,41376,-0.2367521,0.0019,42.4207521
1972,3,1,41377,-0.240395,0.0019,42.424395
1972,3,2,41378,-0.2440249,0.0019,42.4280249
1972,3,3,41379,-0.2475898,0.0019,42.4315898
1972,3,4,41380,-0.2510217,0.0019,42.4350217
1972,3,5,41381,-0.2543156,0.0019,42.4383156
1972,3,6,41382,-0.2574615,0.0019,42.4414615
1972,3,7,41383,-0.2604714,0.0019,42.4444714
1972,3,8,41384,-0.2633983,0.0019,42.4473983
1972,3,9,41385,-0.2662972,0.0019,42.4502972
1972,3,10,41386,-0.2692491,0.0019,42.4532491
1972,3,11,41387,-0.272352,0.0019,42.456352
1972,3,12,41388,-0.27568,0.0019,42.45968
1972,3,13,41389,-0.2792889,0.0019,42.4632889
1972,3,14,41390,-0.2831778,0.0019,42.4671778
1972,3,15,41391,-0.2872767,0.0019,42.4712767
1972,3,16,41392,-0.2914486,0.0019,42.4754486
1972,3,17,41393,-0.2955415,0.0019,42.4795415
1972,3,18,41394,-0.2993964,0.0019,42.4833964
1972,3,19,41395,-0.3029563,0.0019,42.4869563
1972,3,20,41396,-0.3062392,0.0019,42.4902392
1972,3,21,41397,-0.3093421,0.0019,42.4933421
1972,3,22,41398,-0.312365,0.0019,42.496365
1972,3,23,41399,-0.3154329,0.0019,42.4994329
1972,3,24,41400,-0.3186218,0.0019,42.5026218
1972,3,25,41401,-0.3219687,0.0019,42.5059687
1972,3,26,41402,-0.3254717,0.0019,42.5094717
1972,3,27,41403,-0.3290956,0.0019,42.5130956
1972,3,28,41404,-0.3327855,0.0019,42.5167855
1972,3,29,41405,-0.3364864,0.0019,42.5204864
1972,3,30,41406,-0.3401333,0.0019,42.5241333
1972,3,31,41407,-0.3436732,0.0019,42.5276732
1972,4,1,41408,-0.3470731,0.0019,42.5310731
1972,4,2,41409,-0.350325,0.0019,42.534325
1972,4,3,41410,-0.3534539,0.0019,42.5374539
1972,4,4,41411,-0.3564968,0.0019,42.5404968
1972,4,5,41412,-0.3595117,0.0019,42.5435117
1972,4,6,41413,-0.3625677,0.0019,42.5465677
1972,4,7,41414,-0.3657436,0.0019,42.5497436
1972,4,8,41415,-0.3691205,0.0019,42.5531205
1972,4,9,41416,-0.3727434,0.0019,42.5567434
1972,4,10,41417,-0.3766533,0.0019,42.5606533
1972,4,11,41418,-0.3808232,0.0019,42.5648232
1972,4,12,41419,-0.3851471,0.0019,42.5691471
1972,4,13,41420,-0.389478,0.0019,42.573478
1972,4,14,41421,-0.3936569,0.0019,42.5776569
1972,4,15,41422,-0.3975619,0.0019,42.5815619
1972,4,16,41423,-0.4011628,0.0019,42.5851628
1972,4,17,41424,-0.4045077,0.0019,42.5885077
1972,4,18,41425,-0.4077136,0.0019,42.5917136
1972,4,19,41426,-0.4109075,0.0019,42.5949075
1972,4,20,41427,-0.4141874,0.0019,42.5981874
1972,4,21,41428,-0.4175983,0.0019,42.6015983
1972,4,22,41429,-0.4211392,0.0019,42.6051392
1972,4,23,41430,-0.4247781,0.0019,42.6087781
1972,4,24,41431,-0.4284641,0.0019,42.6124641
1972,4,25,41432,-0.432139,0.0019,42.616139
1972,4,26,41433,-0.4357519,0.0019,42.6197519
1972,4,27,41434,-0.4392418,0.0019,42.6232418
1972,4,28,41435,-0.4425917,0.0019,42.6265917
1972,4,29,41436,-0.4457746,0.0019,42.6297746
1972,4,30,41437,-0.4488115,0.0019,42.6328115
1972,5,1,41438,-0.4517355,0.0019,42.6357355
1972,5,2,41439,-0.4545874,0.0019,42.6385874
1972,5,3,41440,-0.4574613,0.0019,42.6414613
1972,5,4,41441,-0.4604112,0.0019,42.6444112
1972,5,5,41442,-0.4635241,0.0019,42.6475241
1972,5,6,41443,-0.466864,0.0019,42.650864
1972,5,7,41444,-0.4704579,0.0019,42.6544579
1972,5,8,41445,-0.4743259,0.0019,42.6583259
1972,5,9,41446,-0.4783888,0.0019,42.6623888
1972,5,10,41447,-0.4825487,0.0019,42.6665487
1972,5,11,41448,-0.4866536,0.0019,42.6706536
1972,5,12,41449,-0.4905835,0.0019,42.6745835
1972,5,13,41450,-0.4942744,0.0019,42.6782744
1972,5,14,41451,-0.4977083,0.0019,42.6817083
1972,5,15,41452,-0.5009773,0.0019,42.6849773
1972,5,16,41453,-0.5042002,0.0019,42.6882002
1972,5,17,41454,-0.5074951,0.0019,42.6914951
1972,5,18,41455,-0.510902,0.0019,42.694902
1972,5,19,41456,-0.5144409,0.0019,42.6984409
1972,5,20,41457,-0.5180888,0.0019,42.7020888
1972,5,21,41458,-0.5217768,0.0019,42.7057768
1972,5,22,41459,-0.5254537,0.0019,42.7094537
1972,5,23,41460,-0.5290426,0.0019,42.7130426
1972,5,24,41461,-0.5325015,0.0019,42.7165015
1972,5,25,41462,-0.5357864,0.0019,42.7197864
1972,5,26,41463,-0.5388853,0.0019,42.7228853
1972,5,27,41464,-0.5418043,0.0019,42.7258043
1972,5,28,41465,-0.5445712,0.0019,42.7285712
1972,5,29,41466,-0.5472231,0.0019,42.7312231
1972,5,30,41467,-0.549835,0.0019,42.733835
1972,5,31,41468,-0.5524879,0.0019,42.7364879
1972,6,1,41469,-0.5552298,0.0019,42.7392298
1972,6,2,41470,-0.5581348,0.0019,42.7421348
1972,6,3,41471,-0.5612377,0.0019,42.7452377
1972,6,4,41472,-0.5645296,0.0019,42.7485296
1972,6,5,41473,-0.5679805,0.0019,42.7519805
1972,6,6,41474,-0.5714994,0.0019,42.7554994
1972,6,7,41475,-0.5749814,0.0019,42.7589814
1972,6,8,41476,-0.5783093,0.0019,42.7623093
1972,6,9,41477,-0.5813852,0.0019,42.7653852
1972,6,10,41478,-0.5842071,0.0019,42.7682071
1972,6,11,41479,-0.586807,0.0019,42.770807
1972,6,12,41480,-0.5893159,0.0019,42.7733159
1972,6,13,41481,-0.5918409,0.0019,42.7758409
1972,6,14,41482,-0.5944888,0.0019,42.7784888
1972,6,15,41483,-0.5972967,0.0019,42.7812967
1972,6,16,41484,-0.6002416,0.0019,42.7842416
1972,6,17,41485,-0.6032425,0.0019,42.7872425
1972,6,18,41486,-0.6062565,0.0019,42.7902565
1972,6,19,41487,-0.6091954,0.0019,42.7931954
1972,6,20,41488,-0.6120173,0.0019,42.7960173
1972,6,21,41489,-0.6146922,0.0019,42.7986922
1972,6,22,41490,-0.6171812,0.0019,42.8011812
1972,6,23,41491,-0.6194931,0.0019,42.8034931
1972,6,24,41492,-0.62166,0.0019,42.80566
1972,6,25,41493,-0.6237279,0.0019,42.8077279
1972,6,26,41494,-0.6257598,0.0019,42.8097598
1972,6,27,41495,-0.6278378,0.0019,42.8118378
1972,6,28,41496,-0.6300337,0.0019,42.8140337
1972,6,29,41497,-0.6324066,0.0019,42.8164066
1972,6,30,41498,-0.6349935,0.0019,42.8189935
1972,7,1,41499,0.3621956,0.0019,42.8218044
1972,7,2,41500,0.3592006,0.0019,42.8247994
1972,7,3,41501,0.3561097,0.0019,42.8278903
1972,7,4,41502,0.3530268,0.0019,42.8309732
1972,7,5,41503,0.3500439,0.0019,42.8339561
1972,7,6,41504,0.3472639,0.0019,42.8367361
1972,7,7,41505,0.344711,0.0019,42.839289
1972,7,8,41506,0.3423751,0.0019,42.8416249
1972,7,9,41507,0.3401592,0.0019,42.8438408
1972,7,10,41508,0.3379592,0.0019,42.8460408
1972,7,11,41509,0.3356723,0.0019,42.8483277
1972,7,12,41510,0.3332844,0.0019,42.8507156
1972,7,13,41511,0.3307405,0.0019,42.8532595
1972,7,14,41512,0.3280816,0.0019,42.8559184
1972,7,15,41513,0.3253726,0.0019,42.8586274
1972,7,16,41514,0.3226967,0.0019,42.8613033
1972,7,17,41515,0.3201008,0.0019,42.8638992
1972,7,18,41516,0.3176409,0.0019,42.8663591
1972,7,19,41517,0.3153199,0.0019,42.8686801
1972,7,20,41518,0.313163,0.0019,42.870837
1972,7,21,41519,0.3111441,0.0019,42.8728559
1972,7,22,41520,0.3092012,0.0019,42.8747988
1972,7,23,41521,0.3072862,0.0019,42.8767138
1972,7,24,41522,0.3053273,0.0019,42.8786727
1972,7,25,41523,0.3032384,0.0019,42.8807616
1972,7,26,41524,0.3009495,0.0019,42.8830505
1972,7,27,41525,0.2984135,0.0019,42.8855865
1972,7,28,41526,0.2956176,0.0019,42.8883824
1972,7,29,41527,0.2925977,0.0019,42.8914023
1972,7,30,41528,0.2894227,0.0019,42.8945773
1972,7,31,41529,0.2862148,0.0019,42.8977852
1972,8,1,41530,0.2830859,0.0019,42.9009141
1972,8,2,41531,0.280129,0.0019,42.903871
1972,8,3,41532,0.277381,0.0019,42.906619
1972,8,4,41533,0.2748301,0.0019,42.9091699
1972,8,5,41534,0.2723912,0.0019,42.9116088
1972,8,6,41535,0.2700003,0.0019,42.9139997
1972,8,7,41536,0.2675373,0.0019,42.9164627
1972,8,8,41537,0.2649414,0.0019,42.9190586
1972,8,9,41538,0.2621645,0.0019,42.9218355
1972,8,10,41539,0.2592475,0.0019,42.9247525
1972,8,11,41540,0.2562806,0.0019,42.9277194
1972,8,12,41541,0.2533167,0.0019,42.9306833
1972,8,13,41542,0.2504588,0.0019,42.9335412
1972,8,14,41543,0.2477338,0.0019,42.9362662
1972,8,15,41544,0.2452079,0.0019,42.9387921
1972,8,16,41545,0.242873,0.0019,42.941127
1972,8,17,41546,0.240726,0.0019,42.943274
1972,8,18,41547,0.2387111,0.0019,42.9452889
1972,8,19,41548,0.2367862,0.0019,42.9472138
1972,8,20,41549,0.2348643,0.0019,42.9491357
1972,8,21,41550,0.2328693,0.0019,42.9511307
1972,8,22,41551,0.2307274,0.0019,42.9532726
1972,8,23,41552,0.2283655,0.0019,42.9556345
1972,8,24,41553,0.2257515,0.0019,42.9582485
1972,8,25,41554,0.2228886,0.0019,42.9611114
1972,8,26,41555,0.2198547,0.0019,42.9641453
1972,8,27,41556,0.2167317,0.0019,42.9672683
1972,8,28,41557,0.2136628,0.0019,42.9703372
1972,8,29,41558,0.2107649,0.0019,42.9732351
1972,8,30,41559,0.208074,0.0019,42.975926
1972,8,31,41560,0.205596,0.0019,42.978404
1972,9,1,41561,0.2032421,0.0019,42.9807579
1972,9,2,41562,0.2009152,0.0019,42.9830848
1972,9,3,41563,0.1985182,0.0019,42.9854818
1972,9,4,41564,0.1959473,0.0019,42.9880527
1972,9,5,41565,0.1931764,0.0019,42.9908236
1972,9,6,41566,0.1901914,0.0019,42.9938086
1972,9,7,41567,0.1870595,0.0019,42.9969405
1972,9,8,41568,0.1838536,0.0019,43.0001464
1972,9,9,41569,0.1806376,0.0019,43.0033624
1972,9,10,41570,0.1775007,0.0019,43.0064993
1972,9,11,41571,0.1744928,0.0019,43.0095072
1972,9,12,41572,0.1716338,0.0019,43.0123662
1972,9,13,41573,0.1688999,0.0019,43.0151001
1972,9,14,41574,0.166282,0.0019,43.017718
1972,9,15,41575,0.163723,0.0019,43.020277
1972,9,16,41576,0.1611721,0.0019,43.0228279
1972,9,17,41577,0.1585382,0.0019,43.0254618
1972,9,18,41578,0.1557772,0.0019,43.0282228
1972,9,19,41579,0.1527943,0.0019,43.0312057
1972,9,20,41580,0.1495584,0.0019,43.0344416
1972,9,21,41581,0.1460474,0.0019,43.0379526
1972,9,22,41582,0.1423065,0.0019,43.0416935
1972,9,23,41583,0.1384286,0.0019,43.0455714
1972,9,24,41584,0.1345356,0.0019,43.0494644
1972,9,25,41585,0.1307847,0.0019,43.0532153
1972,9,26,41586,0.1272448,0.0019,43.0567552
1972,9,27,41587,0.1239578,0.0019,43.0600422
1972,9,28,41588,0.1208569,0.0019,43.0631431
1972,9,29,41589,0.117835,0.0019,43.066165
1972,9,30,41590,0.114785,0.0019,43.069215
1972,10,1,41591,0.1116131,0.0019,43.0723869
1972,10,2,41592,0.1082811,0.0019,43.0757189
1972,10,3,41593,0.1047742,0.0019,43.0792258
1972,10,4,41594,0.1011273,0.0019,43.0828727
1972,10,5,41595,0.0974223,0.0019,43.0865777
1972,10,6,41596,0.0937204,0.0019,43.0902796
1972,10,7,41597,0.0901025,0.0019,43.0938975
1972,10,8,41598,0.0866235,0.0019,43.0973765
1972,10,9,41599,0.0833036,0.0019,43.1006964
1972,10,10,41600,0.0801607,0.0019,43.1038393
1972,10,11,41601,0.0771827,0.0019,43.1068173
1972,10,12,41602,0.0743188,0.0019,43.1096812
1972,10,13,41603,0.0715018,0.0019,43.1124982
1972,10,14,41604,0.0686849,0.0019,43.1153151
1972,10,15,41605,0.065794,0.0019,43.118206
1972,10,16,41606,0.062761,0.0019,43.121239
1972,10,17,41607,0.0595471,0.0019,43.1244529
1972,10,18,41608,0.0560992,0.0019,43.1279008
1972,10,19,41609,0.0524442,0.0019,43.1315558
1972,10,20,41610,0.0486223,0.0019,43.1353777
1972,10,21,41611,0.0447563,0.0019,43.1392437
1972,10,22,41612,0.0409634,0.0019,43.1430366
1972,10,23,41613,0.0373825,0.0019,43.1466175
1972,10,24,41614,0.0340675,0.0019,43.1499325
1972,10,25,41615,0.0310106,0.0019,43.1529894
1972,10,26,41616,0.0281106,0.0019,43.1558894
1972,10,27,41617,0.0252537,0.0019,43.1587463
1972,10,28,41618,0.0223188,0.0019,43.1616812
1972,10,29,41619,0.0192408,0.0019,43.1647592
1972,10,30,41620,0.0160329,0.0019,43.1679671
1972,10,31,41621,0.0126969,0.0019,43.1713031
1972,11,1,41622,0.009315,0.0019,43.174685
1972,11,2,41623,0.0059321,0.0019,43.1780679
1972,11,3,41624,0.0026121,0.0019,43.1813879
1972,11,4,41625,-0.0005848,0.0019,43.1845848
1972,11,5,41626,-0.0036308,0.0019,43.1876308
1972,11,6,41627,-0.0065167,0.0019,43.1905167
1972,11,7,41628,-0.0092726,0.0019,43.1932726
1972,11,8,41629,-0.0119246,0.0019,43.1959246
1972,11,9,41630,-0.0145245,0.0019,43.1985245
1972,11,10,41631,-0.0171555,0.0019,43.2011555
1972,11,11,41632,-0.0198624,0.0019,43.2038624
1972,11,12,41633,-0.0227224,0.0019,43.2067224
1972,11,13,41634,-0.0257643,0.0019,43.2097643
1972,11,14,41635,-0.0290322,0.0019,43.2130322
1972,11,15,41636,-0.0325392,0.0019,43.2165392
1972,11,16,41637,-0.0362481,0.0019,43.2202481
1972,11,17,41638,-0.0400841,0.0019,43.2240841
1972,11,18,41639,-0.043939,0.0019,43.227939
1972,11,19,41640,-0.047694,0.0019,43.231694
1972,11,20,41641,-0.0512579,0.0019,43.2352579
1972,11,21,41642,-0.0546098,0.0019,43.2386098
1972,11,22,41643,-0.0578008,0.0019,43.2418008
1972,11,23,41644,-0.0609437,0.0019,43.2449437
1972,11,24,41645,-0.0641647,0.0019,43.2481647
1972,11,25,41646,-0.0675406,0.0019,43.2515406
1972,11,26,41647,-0.0711126,0.0019,43.2551126
1972,11,27,41648,-0.0748375,0.0019,43.2588375
1972,11,28,41649,-0.0786364,0.0019,43.2626364
1972,11,29,41650,-0.0824264,0.0019,43.2664264
1972,11,30,41651,-0.0861503,0.0019,43.2701503
1972,12,1,41652,-0.0897383,0.0019,43.2737383
1972,12,2,41653,-0.0931682,0.0019,43.2771682
1972,12,3,41654,-0.0964192,0.0019,43.2804192
1972,12,4,41655,-0.0994761,0.0019,43.2834761
1972,12,5,41656,-0.1023891,0.0019,43.2863891
1972,12,6,41657,-0.105209,0.0019,43.289209
1972,12,7,41658,-0.107984,0.0019,43.291984
1972,12,8,41659,-0.1107919,0.0019,43.2947919
1972,12,9,41660,-0.1136778,0.0019,43.2976778
1972,12,10,41661,-0.1166898,0.0019,43.3006898
1972,12,11,41662,-0.1198767,0.0019,43.3038767
1972,12,12,41663,-0.1232337,0.0019,43.3072337
1972,12,13,41664,-0.1267456,0.0019,43.3107456
1972,12,14,41665,-0.1303706,0.0019,43.3143706
1972,12,15,41666,-0.1340125,0.0019,43.3180125
1972,12,16,41667,-0.1375735,0.0019,43.3215735
1972,12,17,41668,-0.1409774,0.0019,43.3249774
1972,12,18,41669,-0.1441854,0.0019,43.3281854
1972,12,19,41670,-0.1472073,0.0019,43.3312073
1972,12,20,41671,-0.1501363,0.0019,43.3341363
1972,12,21,41672,-0.1530952,0.0019,43.3370952
1972,12,22,41673,-0.1561932,0.0019,43.3401932
1972,12,23,41674,-0.1594781,0.0019,43.3434781
1972,12,24,41675,-0.1629631,0.0019,43.3469631
1972,12,25,41676,-0.166551,0.0019,43.350551
1972,12,26,41677,-0.170184,0.0019,43.354184
1972,12,27,41678,-0.1737559,0.0019,43.3577559
1972,12,28,41679,-0.1771979,0.0019,43.3611979
1972,12,29,41680,-0.1804908,0.0019,43.3644908
1972,12,30,41681,-0.1836158,0.0019,43.3676158
1972,12,31,41682,-0.1865687,0.0019,43.3705687
1973,1,1,41683,0.8105944,0.0019,43.3734056
1973,1,2,41684,0.8078584,0.0019,43.3761416
1973,1,3,41685,0.8051525,0.0019,43.3788475
1973,1,4,41686,0.8024015,0.0019,43.3815985
1973,1,5,41687,0.7995416,0.0019,43.3844584
1973,1,6,41688,0.7965306,0.0019,43.3874694
1973,1,7,41689,0.7933287,0.0019,43.3906713
1973,1,8,41690,0.7899097,0.0019,43.3940903
1973,1,9,41691,0.7863177,0.0019,43.3976823
1973,1,10,41692,0.7826208,0.0019,43.4013792
1973,1,11,41693,0.7788958,0.0019,43.4051042
1973,1,12,41694,0.7752289,0.0019,43.4087711
1973,1,13,41695,0.7717109,0.0019,43.4122891
1973,1,14,41696,0.768397,0.0019,43.415603
1973,1,15,41697,0.765305,0.0019,43.418695
1973,1,16,41698,0.7623651,0.0019,43.4216349
1973,1,17,41699,0.7594751,0.0019,43.4245249
1973,1,18,41700,0.7565292,0.0019,43.4274708
1973,1,19,41701,0.7534322,0.0019,43.4305678
1973,1,20,41702,0.7501683,0.0019,43.4338317
1973,1,21,41703,0.7467603,0.0019,43.4372397
1973,1,22,41704,0.7432924,0.0019,43.4407076
1973,1,23,41705,0.7398474,0.0019,43.4441526
1973,1,24,41706,0.7365095,0.0019,43.4474905
1973,1,25,41707,0.7333215,0.0019,43.4506785
1973,1,26,41708,0.7303046,0.0019,43.4536954
1973,1,27,41709,0.7274526,0.0019,43.4565474
1973,1,28,41710,0.7247257,0.0019,43.4592743
1973,1,29,41711,0.7220887,0.0019,43.4619113
1973,1,30,41712,0.7194757,0.0019,43.4645243
1973,1,31,41713,0.7168188,0.0019,43.4671812
1973,2,1,41714,0.7140608,0.0019,43.4699392
1973,2,2,41715,0.7111109,0.0019,43.4728891
1973,2,3,41716,0.7079499,0.0019,43.4760501
1973,2,4,41717,0.70457,0.0019,43.47943
1973,2,5,41718,0.70098,0.0019,43.48302
1973,2,6,41719,0.6972361,0.0019,43.4867639
1973,2,7,41720,0.6934291,0.0019,43.4905709
1973,2,8,41721,0.6896492,0.0019,43.4943508
1973,2,9,41722,0.6859972,0.0019,43.4980028
1973,2,10,41723,0.6825032,0.0019,43.5014968
1973,2,11,41724,0.6792013,0.0019,43.5047987
1973,2,12,41725,0.6760223,0.0019,43.5079777
1973,2,13,41726,0.6728844,0.0019,43.5111156
1973,2,14,41727,0.6696794,0.0019,43.5143206
1973,2,15,41728,0.6663255,0.0019,43.5176745
1973,2,16,41729,0.6627585,0.0019,43.5212415
1973,2,17,41730,0.6590055,0.0019,43.5249945
1973,2,18,41731,0.6551316,0.0019,43.5288684
1973,2,19,41732,0.6512426,0.0019,43.5327574
1973,2,20,41733,0.6474257,0.0019,43.5365743
1973,2,21,41734,0.6437687,0.0019,43.5402313
1973,2,22,41735,0.6403188,0.0019,43.5436812
1973,2,23,41736,0.6370878,0.0019,43.5469122
1973,2,24,41737,0.6340458,0.0019,43.5499542
1973,2,25,41738,0.6311749,0.0019,43.5528251
1973,2,26,41739,0.6284009,0.0019,43.5555991
1973,2,27,41740,0.625682,0.0019,43.558318
1973,2,28,41741,0.622908,0.0019,43.561092
1973,3,1,41742,0.6200251,0.0019,43.5639749
1973,3,2,41743,0.6169801,0.0019,43.5670199
1973,3,3,41744,0.6137421,0.0019,43.5702579
1973,3,4,41745,0.6103022,0.0019,43.5736978
1973,3,5,41746,0.6067022,0.0019,43.5772978
1973,3,6,41747,0.6030073,0.0019,43.5809927
1973,3,7,41748,0.5993143,0.0019,43.5846857
1973,3,8,41749,0.5957253,0.0019,43.5882747
1973,3,9,41750,0.5922824,0.0019,43.5917176
1973,3,10,41751,0.5890194,0.0019,43.5949806
1973,3,11,41752,0.5858875,0.0019,43.5981125
1973,3,12,41753,0.5828015,0.0019,43.6011985
1973,3,13,41754,0.5796535,0.0019,43.6043465
1973,3,14,41755,0.5763516,0.0019,43.6076484
1973,3,15,41756,0.5728156,0.0019,43.6111844
1973,3,16,41757,0.5690297,0.0019,43.6149703
1973,3,17,41758,0.5650497,0.0019,43.6189503
1973,3,18,41759,0.5609337,0.0019,43.6230663
1973,3,19,41760,0.5568028,0.0019,43.6271972
1973,3,20,41761,0.5527518,0.0019,43.6312482
1973,3,21,41762,0.5488569,0.0019,43.6351431
1973,3,22,41763,0.5451369,0.0019,43.6388631
1973,3,23,41764,0.5415929,0.0019,43.6424071
1973,3,24,41765,0.538225,0.0019,43.645775
1973,3,25,41766,0.534976,0.0019,43.649024
1973,3,26,41767,0.531774,0.0019,43.652226
1973,3,27,41768,0.5285651,0.0019,43.6554349
1973,3,28,41769,0.5252851,0.0019,43.6587149
1973,3,29,41770,0.5218782,0.0019,43.6621218
1973,3,30,41771,0.5182932,0.0019,43.6657068
1973,3,31,41772,0.5145222,0.0019,43.6694778
1973,4,1,41773,0.5105833,0.0019,43.6734167
1973,4,2,41774,0.5065233,0.0019,43.6774767
1973,4,3,41775,0.5024243,0.0019,43.6815757
1973,4,4,41776,0.4984214,0.0019,43.6855786
1973,4,5,41777,0.4945984,0.0019,43.6894016
1973,4,6,41778,0.4910034,0.0019,43.6929966
1973,4,7,41779,0.4876275,0.0019,43.6963725
1973,4,8,41780,0.4844035,0.0019,43.6995965
1973,4,9,41781,0.4812026,0.0019,43.7027974
1973,4,10,41782,0.4779246,0.0019,43.7060754
1973,4,11,41783,0.4745136,0.0019,43.7094864
1973,4,12,41784,0.4709417,0.0019,43.7130583
1973,4,13,41785,0.4672347,0.0019,43.7167653
1973,4,14,41786,0.4634527,0.0019,43.7205473
1973,4,15,41787,0.4596818,0.0019,43.7243182
1973,4,16,41788,0.4559808,0.0019,43.7280192
1973,4,17,41789,0.4524208,0.0019,43.7315792
1973,4,18,41790,0.4490389,0.0019,43.7349611
1973,4,19,41791,0.4458319,0.0019,43.7381681
1973,4,20,41792,0.4427969,0.0019,43.7412031
1973,4,21,41793,0.439885,0.0019,43.744115
1973,4,22,41794,0.437038,0.0019,43.746962
1973,4,23,41795,0.434193,0.0019,43.749807
1973,4,24,41796,0.4312921,0.0019,43.7527079
1973,4,25,41797,0.4282781,0.0019,43.7557219
1973,4,26,41798,0.4251011,0.0019,43.7588989
1973,4,27,41799,0.4217562,0.0019,43.7622438
1973,4,28,41800,0.4182122,0.0019,43.7657878
1973,4,29,41801,0.4145122,0.0019,43.7694878
1973,4,30,41802,0.4107153,0.0019,43.7732847
1973,5,1,41803,0.4069183,0.0019,43.7770817
1973,5,2,41804,0.4032163,0.0019,43.7807837
1973,5,3,41805,0.3996674,0.0019,43.7843326
1973,5,4,41806,0.3962954,0.0019,43.7877046
1973,5,5,41807,0.3930764,0.0019,43.7909236
1973,5,6,41808,0.3898895,0.0019,43.7941105
1973,5,7,41809,0.3866395,0.0019,43.7973605
1973,5,8,41810,0.3832445,0.0019,43.8007555
1973,5,9,41811,0.3796995,0.0019,43.8043005
1973,5,10,41812,0.3760196,0.0019,43.8079804
1973,5,11,41813,0.3722876,0.0019,43.8117124
1973,5,12,41814,0.3685706,0.0019,43.8154294
1973,5,13,41815,0.3649667,0.0019,43.8190333
1973,5,14,41816,0.3615247,0.0019,43.8224753
1973,5,15,41817,0.3582797,0.0019,43.8257203
1973,5,16,41818,0.3552538,0.0019,43.8287462
1973,5,17,41819,0.3524238,0.0019,43.8315762
1973,5,18,41820,0.3497638,0.0019,43.8342362
1973,5,19,41821,0.3472129,0.0019,43.8367871
1973,5,20,41822,0.3447089,0.0019,43.8392911
1973,5,21,41823,0.3421939,0.0019,43.8418061
1973,5,22,41824,0.3395929,0.0019,43.8444071
1973,5,23,41825,0.336869,0.0019,43.847131
1973,5,24,41826,0.333986,0.0019,43.850014
1973,5,25,41827,0.330941,0.0019,43.853059
1973,5,26,41828,0.3277531,0.0019,43.8562469
